Date,Open,High,Low,Close,Volume
2019-02-01,546.2144636186489,555.5098184046919,543.1381334083609,553.2744750976562,20187323
2019-02-04,551.9686981888808,574.0784806662556,549.7776764638679,571.4005126953125,25528059
2019-02-05,571.8873209788268,577.3760435684673,565.9559737679436,571.6881103515625,20479210
2019-02-06,573.7685318299614,583.2409946417941,572.883282546338,579.9654541015625,20586783
2019-02-07,579.9655059785771,584.812393978493,569.2758539932959,571.17919921875,20150710
2019-02-08,568.7003111247333,575.6497541284344,563.145224334816,565.5576171875,14230054
2019-02-11,564.7609421263937,564.8052045928157,553.7392334148291,554.7351684570312,16457901
2019-02-12,553.9605356558238,563.189525666057,553.9605356558238,556.1294555664062,13998153
2019-02-14,549.3127945825377,549.3127945825377,539.1321331998678,541.87646484375,14496604
2019-02-15,544.3331455070256,553.252297636153,537.3616008246254,550.8399047851562,20994460
2019-02-18,553.2966619176988,554.4032827800006,537.8043835134239,540.0618286132812,21106139
2019-02-19,539.1321855608721,548.7374358904422,536.1222788619095,538.2911987304688,13658461
2019-02-20,541.7216465839695,548.8702417164039,539.57482832799,546.3693237304688,13776558
2019-02-21,547.0997717263524,556.7492863925102,544.1562286058264,551.9244995117188,23142949
2019-02-22,550.9063696321634,551.2162068932724,542.673314598179,545.4840698242188,19152470
2019-02-25,547.0996844102749,550.1981752407047,540.3051890023434,545.4619140625,17176522
2019-02-26,535.369810658872,546.5685699194651,533.8206242395728,540.128173828125,22160532
2019-02-27,543.5807423314526,551.039174906928,535.1484763797688,541.5667114257812,24308835
2019-02-28,546.1037761145965,548.8038457853164,542.916760195535,544.9086303710938,24688859
2019-03-01,547.5422609049652,549.9103912857396,541.0133999644827,542.6953735351562,17329606
2019-03-05,541.5224091283327,548.7816896146917,539.3977517583712,547.8300170898438,15577500
2019-03-06,548.7817436696697,563.5215593191119,546.7013485588425,559.84765625,26332276
2019-03-07,559.4935170418076,566.4871638440499,556.9040741791548,562.260009765625,17738092
2019-03-08,560.4009981991971,564.1191639460266,558.6083385798502,560.8657836914062,13211934
2019-03-11,562.1715332234376,580.7401413223661,561.2641230591577,577.2433471679688,21258869
2019-03-12,582.9090423710314,590.4781607218365,581.7360574304449,589.30517578125,24561597
2019-03-13,591.8061426746194,601.9867474570777,587.8666645373902,596.3652954101562,24577591
2019-03-14,597.4496475061777,602.871946999757,591.4076144308954,593.8200073242188,22753310
2019-03-15,595.3471487793354,601.4555465859182,580.3860210833575,585.0115966796875,34764353
2019-03-18,589.1501929738362,601.0793114262324,588.2649436727448,597.5824584960938,22104063
2019-03-19,601.9867341954044,610.8395237390288,594.5061994229327,609.3124389648438,21448030
2019-03-20,609.865575823248,614.3804651405608,603.7571787776457,608.8253784179688,21639437
2019-03-22,607.5197242067311,611.2378899295851,591.6733460571144,593.9086303710938,25078643
2019-03-25,588.9730844650911,591.7395768986418,582.8204251489317,586.2508544921875,17394088
2019-03-26,588.8404374331935,607.1213698963418,588.7076500196026,605.1959228515625,20734876
2019-03-27,609.9320140041797,609.9320140041797,595.0151502686878,597.2283325195312,22079870
2019-03-28,597.6709545235412,606.324531952595,594.3733123933253,601.9866333007812,22930248
2019-04-01,606.4130419241452,622.7020415427161,603.1153998752498,616.0846557617188,22088854
2019-04-02,618.8068982011463,621.0643428947214,610.8836809945728,615.1329956054688,17526740
2019-04-03,616.48305202846,621.0201023548342,607.2983247627387,608.7147827148438,17169813
2019-04-04,610.3968352667464,612.4772302504579,596.3430591887059,598.910400390625,18320845
2019-04-05,602.4072136697757,603.7129859979176,594.4618939853823,599.28662109375,14717266
2019-04-08,600.2161424166632,600.8800793688172,585.9189530457305,588.3755493164062,19081843
2019-04-09,588.2207125793918,593.4438019252227,584.7238594627548,590.6773681640625,20774977
2019-04-10,592.2265507481526,596.6750764335661,587.1583505228762,589.3272705078125,16651949
2019-04-11,590.0133624275286,598.888252928807,588.264965445455,596.1439208984375,12558520
2019-04-12,597.5602112225749,600.6144390600866,591.6510252545751,594.5060424804688,12948769
2019-04-15,595.347137600993,597.0955936790656,590.9207727394057,593.2003784179688,9285737
2019-04-16,595.3471355615848,601.9866828312216,593.1339531383726,594.7938842773438,17360317
2019-04-18,608.6262569615424,615.1551181712927,604.1998923495519,613.47314453125,39286534
2019-04-22,601.9866741912256,605.0851649965012,593.7093566824035,595.5020751953125,23607922
2019-04-23,596.67504937718,607.7409611357401,595.7898000746608,603.6908569335938,19807450
2019-04-24,606.5459252679693,617.3905256072113,604.7532066374247,615.0445556640625,16101112
2019-04-25,614.8675328682084,625.180984035765,603.1376235404474,607.4754638671875,30469914
2019-04-26,608.6263518787861,617.8996055066781,606.7230065254395,616.5052490234375,15069884
2019-04-30,618.0987570789824,618.0987570789824,604.996711056551,616.5052490234375,22348580
2019-05-02,616.1510924873053,625.8448682453895,611.768990059855,621.9275512695312,18992003
2019-05-03,623.2111958810029,627.4384094458284,620.8652259081734,623.6095581054688,14240262
2019-05-06,618.8069219399775,620.9315793269321,609.9983960458962,613.0083618164062,15832114
2019-05-07,617.3905240382364,617.4790489756616,593.2225069761276,594.6832275390625,19417647
2019-05-08,593.1339922776132,593.1339922776132,571.9759409135609,575.18505859375,31958919
2019-05-09,570.4709655524047,570.4709655524047,554.0712771743898,556.1516723632812,42670173
2019-05-10,559.9362251932031,565.5577364097078,551.0834944331871,553.8057250976562,24557430
2019-05-13,552.3670646760603,558.0770407016413,543.3372265765931,545.3512573242188,17603659
2019-05-14,547.3210543953884,561.8617193156638,545.1078717528416,557.9222412109375,28438234
2019-05-15,563.4772624034616,565.6904447842285,553.5621746080103,556.3507690429688,24419559
2019-05-16,557.700893115146,562.9904057923432,556.8820079074782,560.0911254882812,14451308
2019-05-17,560.8215462998704,565.2257509949617,554.1819389855777,560.9985961914062,17276949
2019-05-20,581.448359716685,592.1159095094665,576.9776733603718,586.8927612304688,26979100
2019-05-21,589.6814037049653,605.0851552655346,588.7297311552686,593.04541015625,30343560
2019-05-22,595.6348421452735,601.8538661321671,590.96500441242,593.3109741210938,24689918
2019-05-23,607.2983091066549,616.15103811441,586.4943604811834,590.433837890625,38766006
2019-05-24,596.6750980613658,599.2423803435563,582.7320067411391,591.7396850585938,22269265
2019-05-27,591.8503232509513,592.0273731116835,578.5269075629556,580.1425170898438,16076686
2019-05-28,584.1927649339189,590.8323129584585,581.337746873328,585.941162109375,42594251
2019-05-29,584.7237883590988,590.168248475365,577.2653566726345,581.204833984375,15558515
2019-05-30,582.6213139410421,594.019223371127,582.6213139410421,588.596923828125,23494381
2019-05-31,592.2044778643392,593.9750357311897,584.3697844190792,588.7740478515625,25724066
2019-06-03,590.920760397822,605.1958488284881,584.8123628335076,602.0752563476562,18556942
2019-06-04,600.8579927431291,608.2943239066423,596.7193632541569,598.2907104492188,15442761
2019-06-06,602.8277324367702,602.8277324367702,584.7681141139942,587.5346069335938,16764835
2019-06-07,586.9149542153037,587.4903663054001,577.9072759524873,582.0238037109375,14722419
2019-06-10,584.6795909812258,587.3796605611984,579.89912635872,583.9049682617188,11768468
2019-06-11,585.1001405330676,590.6994905962937,583.3960059300211,588.3313598632812,11492074
2019-06-12,590.7879631289733,592.4257334309978,586.4943858289229,589.6592407226562,10297599
2019-06-13,588.7075426938709,590.7879375562793,579.2572408867777,587.4902954101562,15686169
2019-06-14,585.1222854691209,586.4944812040294,579.589358248093,583.1968383789062,14942768
2019-06-17,584.2812339912606,584.2812339912606,565.911778180256,567.5938110351562,14908257
2019-06-18,566.0888616521408,570.0947629240811,561.7510214030443,567.0184326171875,16797371
2019-06-19,569.6299846715991,576.3137950100071,558.8739088523005,565.4027709960938,14492763
2019-06-20,566.5757585163682,575.4285481413866,565.690509101577,573.9899291992188,10748848
2019-06-21,573.6357524101344,573.6579131902394,564.605973210025,566.3543701171875,23236832
2019-06-24,563.1010185325224,565.0043637095691,556.4393695082755,558.7853393554688,11267228
2019-06-25,557.2360676913559,574.543164242957,555.1777744289116,573.5914916992188,14966899
2019-06-26,571.4448139366182,577.4646873103839,569.386520381215,572.839111328125,11593027
2019-06-27,572.3963713113941,574.0562431959233,562.591910883796,563.9862670898438,24905533
2019-06-28,565.2921110232309,567.8372915725133,552.699054776036,554.6688232421875,18942165
2019-07-01,556.8597964178464,563.3222934590809,551.725232394284,561.6403198242188,13478857
2019-07-02,563.8978931122131,567.018486183894,559.1837918752126,565.911865234375,10146746
2019-07-03,567.8594770169232,569.4529851929734,564.3847841285344,567.7045288085938,8806492
2019-07-04,567.1954892433374,571.4448046030109,566.5757555607951,568.3463134765625,9351405
2019-07-05,568.8332252636018,571.2235169653313,557.723049208124,559.2058715820312,10926753
2019-07-08,556.8376847003334,561.3083116822136,552.4998451082868,554.2039794921875,14009219
2019-07-09,552.8317924411703,568.1249169517715,551.3047078871608,566.6199340820312,17535754
2019-07-10,566.597799927596,570.7143270299403,561.5738628185551,566.066650390625,12018196
2019-07-11,569.674111463222,570.9135194386862,566.2657838522506,567.26171875,8608376
2019-07-12,567.9035585793492,575.4284132224296,565.712478148345,566.7969970703125,15692436
2019-07-15,568.7889060528559,570.7807762086532,562.3043067510758,564.8494873046875,10659498
2019-07-16,566.553677741712,573.1711241955182,565.2700069474598,572.330078125,10070773
2019-07-17,572.9054171307107,574.100562827648,566.5757071030725,567.3945922851562,9482233
2019-07-18,567.4610232119414,569.4086308695252,556.8377355775831,558.5418701171875,11942908
2019-07-19,561.3526341456075,563.4551309237335,550.065350230861,552.85400390625,16336536
2019-07-22,553.7391575958254,568.5674954847713,543.2486590131189,566.7969970703125,29092589
2019-07-23,568.7889053842914,572.7283832232471,557.9000427899266,563.7207641601562,20316348
2019-07-24,563.6986188429327,566.044588804399,554.8679903139908,557.3246459960938,15189179
2019-07-25,559.4935026021844,561.7288456848177,543.1159181038291,545.1077880859375,21805071
2019-07-26,545.1078873216514,549.9768774552333,535.5911603200976,537.273193359375,20387504
2019-07-29,538.645363328299,540.9028083982834,533.422214571478,536.0116577148438,17626045
2019-07-30,537.3394519090999,540.0174192998838,520.5192448629348,522.7102661132812,20853117
2019-07-31,520.4308216260823,524.5251884932695,514.5215754092878,516.2257690429688,21229950
2019-08-01,514.9642974498554,525.9417459851501,509.1878966381572,522.4227905273438,22628222
2019-08-02,523.5323205368504,533.5736847175336,517.4763144920341,527.3840942382812,23766807
2019-08-05,519.6583111824154,519.6583111824154,502.2918571615806,509.12713623046875,30399133
2019-08-06,505.29766180019584,511.9103009753535,499.62017334179836,502.4255065917969,29067994
2019-08-07,501.6240130506623,506.9898045620142,491.20409739999894,494.00946044921875,25349369
2019-08-08,493.54190350121627,515.6507583695545,487.7308302056483,513.1348876953125,31198568
2019-08-09,517.3652107876658,523.4434533759943,513.1126227962699,517.4765014648438,21970009
2019-08-13,549.1146074833171,580.1293294107402,545.9307552314694,567.6388549804688,104827144
2019-08-14,580.6635984452768,580.8639453730791,570.1323651578565,573.6502075195312,31688983
2019-08-16,574.9638928058723,575.231061711341,566.8595315394489,569.0859985351562,21977767
2019-08-19,570.4441302772058,577.4575220402612,569.9765549729664,575.5872802734375,16317602
2019-08-20,574.3405138780473,575.5873021365318,566.6814339182407,568.1731567382812,14969299
2019-08-21,568.0395377444942,569.3754416760677,563.9651229009006,565.9466552734375,10677848
2019-08-22,565.9467035825179,565.9689379340402,551.6750440617036,555.1705932617188,14031953
2019-08-23,551.7195912204171,571.7577958939527,546.1533935304763,568.128662109375,21307915
2019-08-26,576.2107097858199,576.2107097858199,560.6254400381222,564.0987548828125,19202504
2019-08-27,572.2031077629373,572.2031077629373,561.605109128187,567.6834106445312,28401906
2019-08-28,567.1935628958161,570.4219432426154,559.3118418211694,562.5402221679688,11605488
2019-08-29,559.4899700160746,561.1820993687841,550.0719976379863,552.9441528320312,18890222
2019-08-30,554.6140294056329,558.5771544234956,543.7043332919267,555.97216796875,24735240
2019-09-03,553.1667296097228,553.5007204611325,534.3530213828047,537.2029418945312,18730619
2019-09-04,534.5980044145409,536.6908871128855,528.1412437026385,534.8651733398438,32949395
2019-09-05,537.3810413836705,540.2309023757294,531.3695629057722,533.7296142578125,22995486
2019-09-06,535.68890459839,547.2665798974994,532.2378839179241,544.3721313476562,23186819
2019-09-09,543.5483703495372,549.0477457084417,540.2086995227424,544.2385864257812,11747929
2019-09-11,544.3722356169108,552.1649008896854,544.3722356169108,549.6712646484375,12127900
2019-09-12,549.9383694188567,552.3651834163759,536.8912642441294,538.9618530273438,11880005
2019-09-13,539.6967380090443,547.0440633206596,537.4257422254432,545.7527465820312,12947715
2019-09-16,529.454873228426,542.858204835973,528.1634972590346,539.1400146484375,20547730
2019-09-17,539.2513635093034,539.2513635093034,531.4586984555199,533.2175903320312,15640772
2019-09-18,536.5573055032447,541.6113996591116,533.1062843578578,536.8912963867188,14933909
2019-09-19,537.8486354259852,538.6724360290432,522.174308515453,525.024169921875,13766222
2019-09-20,528.9872826439796,565.4791456790705,522.9090409219021,558.5548095703125,48165560
2019-09-23,567.3716281825608,570.421895658546,549.9383519840567,551.80859375,21610844
2019-09-24,553.7679076968577,578.3481013609863,553.3893886827366,569.397705078125,34958974
2019-09-25,571.7577776639475,576.6560528769686,565.0116138141937,569.7762451171875,18192270
2019-09-26,575.3201696805687,578.3481436646135,571.5351576129076,577.4575805664062,18350457
2019-09-27,575.5428572732922,585.561990193842,571.757844897735,582.9124755859375,19058663
2019-09-30,583.3353836274489,594.8017086894001,581.3537918703602,593.2431640625,25263770
2019-10-01,595.3584063407384,597.5848734333644,575.8990090440144,581.064453125,17920384
2019-10-03,572.648350114341,585.4282856939158,570.555467642248,583.802978515625,13524851
2019-10-04,587.7438805028344,591.6179488730752,580.5969035775893,582.4893798828125,14992253
2019-10-07,582.4893823323844,588.1446363696328,579.6395209613231,583.3800048828125,10061584
2019-10-09,582.7565862132678,592.2190862816494,575.5427876036466,589.9035034179688,17588647
2019-10-10,590.0148247146693,609.6077461918198,588.233639225813,606.82470703125,35006390
2019-10-11,607.2477982108662,608.0938926735619,595.1580761873038,602.3050537109375,16597126
2019-10-14,607.8043293742732,607.8043293742732,601.5256817061605,604.7095336914062,13394275
2019-10-15,606.7133758781993,610.0531062053814,603.0619484845057,607.4481201171875,9672791
2019-10-16,610.0086398066982,614.350224276401,607.2477751806866,611.099609375,19403660
2019-10-17,612.2795424439064,622.9665957225824,610.9436384902717,621.8533325195312,16038940
2019-10-18,625.1931896364645,635.8357169262007,622.8331377508903,630.6925659179688,28121951
2019-10-22,634.5442231374791,639.820957644229,624.9036109424554,629.7128295898438,27786502
2019-10-23,630.6702340196068,634.967289889059,615.9087056654171,620.0276489257812,18446160
2019-10-24,623.8572069872114,641.8471160772802,617.4227401722367,639.6428833007812,22642488
2019-10-25,641.7135207744709,641.8693395842341,628.4214807350571,637.3051147460938,13539957
2019-10-27,641.6689472852668,643.450132721921,636.7706724719341,638.6632080078125,3014841
2019-10-29,643.6728963240666,659.0355270409135,642.1588794964196,653.2689819335938,25768505
2019-10-30,659.0353968990061,661.0615168704819,650.2631136728371,658.6346435546875,16341366
2019-10-31,660.8167008364321,663.3326309021771,650.8866244956587,652.066650390625,19463741
2019-11-01,647.9031106067357,650.931084439674,641.6689908799688,648.7491455078125,13904301
2019-11-04,652.7568529986388,655.0278484266997,643.494758660676,649.0831909179688,14063434
2019-11-05,651.5100516103723,654.1149784345749,641.6690319851688,644.474365234375,12685356
2019-11-06,642.4258900642089,644.0957253086756,636.102714813685,638.9525756835938,14625505
2019-11-07,638.9972836207461,651.4654644310114,637.7504358146491,649.5062255859375,14084039
2019-11-08,645.2313352569838,649.9736724969666,641.8025487418026,643.6727905273438,12019353
2019-11-11,640.8229381763804,643.116227364074,633.4533203520368,635.7911376953125,11357841
2019-11-13,636.7707449505183,657.2097624735924,636.7707449505183,655.606689453125,25225749
2019-11-14,657.254377958078,659.7480144045026,648.2594517066312,651.354248046875,14258133
2019-11-15,652.6455360789673,662.0635083106531,651.5322727628634,654.9610595703125,15691605
2019-11-18,655.7626234456658,661.7072812328164,648.0813080262749,649.7734375,14076051
2019-11-19,653.2466682094622,674.5763092701517,652.356105073382,672.2830200195312,30176255
2019-11-20,692.4548091499332,700.1806517569983,687.1780744035942,689.1596069335938,43538120
2019-11-21,687.9795894631586,692.8778052437542,680.6545001439249,684.6843872070312,14897371
2019-11-22,686.6882237413482,698.889294670371,684.6843973559228,688.6475219726562,22352865
2019-11-25,690.7182566915908,696.7964991140841,690.6514347269888,695.3493041992188,15146156
2019-11-26,698.2658738469718,701.9395355965804,692.8777890541031,694.7703247070312,35330983
2019-11-27,694.6368205516004,701.5611571283956,692.9223973101485,699.0452270507812,9642739
2019-11-28,700.2920555245078,705.4129722878201,696.4180461446233,703.6986083984375,13747479
2019-11-29,704.4331672085468,704.4331672085468,689.2486511776627,690.7181396484375,18559594
2019-12-02,712.4707684592657,718.9052350893612,702.2289961837148,706.4592895507812,31225364
2019-12-03,709.2423692080436,709.7989413715627,700.2696792384197,703.0750122070312,12990426
2019-12-04,700.4478393142873,702.4516656991397,682.9700335019947,691.4083862304688,20987607
2019-12-05,700.8930681166133,703.4535259601828,687.5342661895404,690.5845336914062,19942460
2019-12-06,691.5419655665626,698.2213669831782,686.2429369169616,692.3880004882812,13085234
2019-12-09,692.9446250588585,702.4071251649631,688.6475096381411,700.2697143554688,12642677
2019-12-10,700.0248063059641,700.7150224336392,692.0540287591915,695.52734375,10173333
2019-12-11,692.6996888491133,701.115747607188,690.473221738255,695.7277221679688,12364641
2019-12-12,699.2232816841165,700.8263546736185,693.1672744072167,698.3104248046875,10326606
2019-12-13,703.5648862571924,708.0178801238153,700.1806870147386,704.8562622070312,12668303
2019-12-16,708.9084095503324,709.7544444582198,696.5960482571616,697.5979614257812,11892718
2019-12-17,697.6648093043032,703.1196573453843,692.6775366524988,695.8613891601562,20324601
2019-12-18,695.9949025377775,703.5648670591819,695.5496209983077,701.7169189453125,14742077
2019-12-19,700.7595267067665,719.1056609955814,699.9134917904707,716.9014282226562,20507816
2019-12-20,719.1502234523015,720.2857211455093,710.7341642408371,712.070068359375,21271510
2019-12-23,694.703492066375,702.4738626190867,693.6793445765387,699.7353515625,25107772
2019-12-24,698.6220816344203,700.0247481256255,686.866292988837,688.625244140625,18048449
2019-12-26,686.4877941497616,691.5195938597058,672.461011139995,674.798828125,29761019
2019-12-27,679.9642809467703,688.5139241722563,677.4261167611049,686.799560546875,17677571
2019-12-30,688.4026855518733,689.1596642144276,680.4319077161741,687.6234130859375,17123749
2019-12-31,686.6437622004211,687.4008003439995,671.526065985025,674.1978149414062,22203005
2020-01-01,675.9566091562889,680.0087898882745,670.3904712564104,672.2161254882812,14004468
2020-01-02,673.2848606187108,686.1761470483035,673.2848606187108,683.6602172851562,17710316
2020-01-03,682.6360013302883,686.4878350527088,678.1830672888824,684.4840087890625,20984698
2020-01-06,676.8472602327319,680.3650438391912,667.0507691289934,668.6093139648438,24519177
2020-01-07,676.4019951208164,683.3040975466399,673.952886932682,678.8956909179688,16683622
2020-01-08,674.6208587574616,683.2817936051865,672.394391396721,673.7970581054688,16047902
2020-01-09,685.1297254143482,690.206053788195,681.8568169732863,689.3154907226562,14982742
2020-01-10,691.0520831577536,693.7461255846073,685.5972357997355,689.1596069335938,12478359
2020-01-13,688.0019166618636,694.0801585291999,685.0407051379933,687.4007568359375,18282382
2020-01-14,685.7531231921615,690.2060574437152,677.6710552541097,681.0330200195312,15816535
2020-01-15,683.9051409780271,685.7085608303954,676.0679485502039,678.5615844726562,15817859
2020-01-16,680.8548672498658,687.2448055274269,680.4095262908653,684.8179321289062,12847975
2020-01-17,691.7645940988411,705.7690846391494,691.6310096398801,704.0101928710938,29463471
2020-01-20,716.4784286658733,716.4784286658733,679.6971043882497,682.3466186523438,32545850
2020-01-21,680.6768135829059,688.3581283514012,677.73783646965,683.036865234375,18922720
2020-01-22,687.534328261155,688.7588822425179,681.7900179448524,682.7919311523438,10322817
2020-01-23,684.1946393801801,686.621513138243,677.1590121473655,679.8975830078125,11247739
2020-01-24,679.9642896946181,684.1278207028573,676.201571520967,677.5374755859375,14628445
2020-01-27,674.576343167049,678.8288715307318,670.1678770715025,670.8580932617188,13387750
2020-01-28,671.7708247894806,672.3942783497732,651.7326219117568,655.3617553710938,24532236
2020-01-29,656.385937187332,665.4476838598071,651.9330029814765,658.9686889648438,24746565
2020-01-30,658.5901746274501,658.9018717010598,641.2237192109507,642.8935546875,22402689
2020-01-31,647.0125063572486,647.1238564671794,626.6180767993984,628.599609375,34750310
2020-02-03,610.0086294911721,623.3897268292178,606.9583616221806,616.9552001953125,30712290
2020-02-04,623.411935184783,637.8840014691701,622.4323157911366,635.167724609375,25383901
2020-02-05,638.9527202893477,646.9234982397322,636.9044250553178,645.0087280273438,18472100
2020-02-06,647.5022998052495,653.2465498928482,641.2681806313898,649.1498413085938,15538577
2020-02-07,646.121961162775,646.7231209827357,636.0137726868787,638.3961181640625,12209212
2020-02-10,635.8802065407942,643.6728717218461,628.0653070065835,639.2644653320312,15142476
2020-02-11,644.5188387872203,652.8903691202153,643.4723974955958,646.9011840820312,13999816
2020-02-12,648.4152429768247,656.742245701073,647.9031394730254,654.7161254882812,13533565
2020-02-13,658.0335539553153,658.0335539553153,651.2873305313852,656.4304809570312,13565659
2020-02-14,657.8109867132612,668.5870984643474,647.0571093166483,662.4197998046875,21227841
2020-02-17,663.0430280450569,670.6798134931099,656.4972119467257,658.256103515625,13149130
2020-02-18,657.2096942768698,657.2096942768698,648.9717487058438,653.4246826171875,11127161
2020-02-19,658.7459028384048,670.8133874435596,656.8534268552736,669.6333618164062,14084409
2020-02-20,666.6055073331329,671.5037233050037,660.7276124968037,661.6849975585938,16892268
2020-02-24,654.4711971958799,657.699577615814,641.0233376549481,643.4279174804688,21370214
2020-02-25,646.3000526686237,646.3000526686237,627.8648619763386,630.7147827148438,27745062
2020-02-26,627.8649773536304,628.9114188834695,617.7790811565051,619.8496704101562,29362748
2020-02-27,618.0683364567957,620.6510881290094,609.6077499205786,617.2891235351562,25054993
2020-02-28,603.3291656588368,604.2643163833105,590.0148903377343,591.6401977539062,39315769
2020-03-02,603.4181347083037,609.6077258365907,579.3722800369876,586.073974609375,29500495
2020-03-03,592.1078381691597,602.883950336585,588.679050886282,597.9634399414062,27398798
2020-03-04,602.0378717145262,602.8393785511545,582.400359715697,596.5607299804688,22105261
2020-03-05,602.126845697354,604.6873035839145,581.5542452021383,583.8475341796875,30510390
2020-03-06,565.5236515774449,573.6057788366949,552.654658716733,565.9689331054688,33734039
2020-03-09,552.1870935973562,552.6101407818697,487.59719353402716,496.12457275390625,88187018
2020-03-11,493.38607885618654,524.7570597160205,493.38607885618654,513.6692504882812,59578576
2020-03-12,483.14423842846696,490.26892105164063,466.98004375854214,473.3477478027344,55970485
2020-03-13,444.40361172588484,507.6353699155986,419.64527598931187,492.1836853027344,73297403
2020-03-16,472.2568121164352,480.78419157795764,447.5207086747309,452.2853698730469,38482258
2020-03-17,466.3344054216944,472.0119237181846,446.7192174587202,448.85662841796875,45445979
2020-03-18,456.5601919681001,461.28032501489446,427.9277857781092,431.2674865722656,44730415
2020-03-19,409.715250893795,430.5995508438921,397.29153849959346,408.64654541015625,61404010
2020-03-20,418.35394359459445,460.8350229658722,414.123649892298,453.28729248046875,63360475
2020-03-23,407.9785720617482,423.02953408613564,389.9219001729814,393.6623840332031,40670949
2020-03-24,414.1236252972025,431.9353918898189,398.8945807634273,420.090576171875,45734887
2020-03-25,429.17459327724464,512.778550360912,428.9296884312166,481.919677734375,73130298
2020-03-26,487.9534251497577,497.34913321338615,464.15244304869213,474.772705078125,45744488
2020-03-27,487.59721846033517,493.0743302616386,465.86685415365895,474.50555419921875,41657940
2020-03-30,463.37321097095526,478.6022562103133,454.20014346811496,458.85345458984375,30229866
2020-03-31,478.2237318418846,503.09338839129396,466.6683494310366,495.9464416503906,44292810
2020-04-01,499.7314374197435,500.7778787446454,465.42154418897144,481.1181640625,41597459
2020-04-03,505.1640794985781,505.1640794985781,470.3643151321363,479.78228759765625,41367807
2020-04-07,490.7587797499459,540.587180545846,489.82365880229355,537.0693969726562,54373624
2020-04-08,525.4472243442474,547.2666748233642,516.5413553079427,530.8575439453125,49880330
2020-04-09,540.5872407700642,548.9587723530421,531.2360897019119,543.2367553710938,33032857
2020-04-13,536.111950755027,541.0324597756588,525.4471322437827,529.5216064453125,23673784
2020-04-15,533.0394909756521,550.3837133914021,508.97133852649563,512.0216064453125,35321842
2020-04-16,512.0216140957893,528.7646769192855,509.8619687316648,520.1259765625,37455706
2020-04-17,541.4778491032873,547.7119694676354,531.0801974114287,545.0401611328125,33269335
2020-04-20,545.9306852340615,559.7347681895708,535.2436321732976,553.85693359375,36030932
2020-04-21,538.8060261793212,557.508386765965,518.3225393512134,550.98486328125,61371628
2020-04-22,587.7884947073338,616.6881037228812,578.8826246375663,607.2033081054688,142683366
2020-04-23,608.8731391707544,617.1110859522549,602.6167250854138,610.4539184570312,65464502
2020-04-24,601.2140016546114,665.6926093550011,599.9003914322975,630.98193359375,134986308
2020-04-27,638.5519000387314,656.8089776563307,633.6536843523593,636.659423828125,58482901
2020-04-28,645.6767530581233,648.103567516399,619.916469231147,635.9470825195312,78453401
2020-04-29,643.4057306477636,647.3020336819599,632.3178625081999,635.4126586914062,37494672
2020-04-30,647.4355395070829,665.6926172797448,640.3553848329962,652.8013305664062,71345899
2020-05-04,641.2236532680045,652.3559877170559,631.1822287393294,639.0862426757812,53456868
2020-05-05,647.3242698899517,658.5901902105282,644.4298209519568,650.4190063476562,44903763
2020-05-06,651.9107566845831,661.2396721044524,643.6728107196592,650.4635620117188,40489094
2020-05-07,647.9030735523609,674.0195767371007,643.45013963793,671.0360717773438,50026966
2020-05-08,687.9796035544326,703.5203455803562,684.4617604589652,695.4605712890625,84262770
